Timestamp,Day,Voltage_V,Flicker_Count,Weather,ENEO_Post,Outage_Occured
23/02/2026 06:00,Monday,220.0,0,Dull,0,0
23/02/2026 06:30,Monday,148.4,1,Dull,0,0
23/02/2026 07:00,Monday,218.7,6,Clear,0,0
23/02/2026 07:30,Monday,213.7,2,Clear,0,0
23/02/2026 08:00,Monday,218.2,1,Clear,0,0
23/02/2026 08:30,Monday,213.5,0,Clear,0,0
23/02/2026 09:00,Monday,214.3,0,Clear,0,0
23/02/2026 09:30,Monday,213.0,0,Clear,0,0
23/02/2026 10:00,Monday,229.9,0,Clear,0,0
23/02/2026 10:30,Monday,0.0,30,Dull,0,1
23/02/2026 11:00,Monday,233.0,5,Clear,0,0
23/02/2026 11:30,Monday,0.0,55,Clear,0,1
23/02/2026 12:00,Monday,0.0,49,Rain,0,1
23/02/2026 12:30,Monday,0.0,0,Clear,0,1
23/02/2026 13:00,Monday,213.0,3,Clear,0,0
23/02/2026 13:30,Monday,223.4,5,Dull,0,0
23/02/2026 14:00,Monday,226.1,1,Clear,0,0
23/02/2026 14:30,Monday,0.0,0,Heavy Wind,0,1
23/02/2026 15:00,Monday,230.1,7,Clear,0,0
23/02/2026 15:30,Monday,0.0,41,Clear,1,1
23/02/2026 16:00,Monday,230.3,0,Clear,0,0
23/02/2026 16:30,Monday,217.0,0,Dull,0,0
23/02/2026 17:00,Monday,212.9,1,Clear,0,0
23/02/2026 17:30,Monday,211.3,0,Clear,0,0
23/02/2026 18:00,Monday,216.3,5,Clear,0,0
23/02/2026 18:30,Monday,233.1,13,Clear,0,0
23/02/2026 19:00,Monday,211.7,3,Clear,0,0
23/02/2026 19:30,Monday,214.1,6,Dull,0,0
23/02/2026 20:00,Monday,219.8,2,Dull,0,0
23/02/2026 20:30,Monday,222.5,9,Clear,0,0
23/02/2026 21:00,Monday,212.9,3,Clear,0,0
23/02/2026 21:30,Monday,223.3,6,Clear,0,0
23/02/2026 22:00,Monday,210.8,5,Clear,0,0
23/02/2026 22:30,Monday,231.1,2,Dull,0,0
23/02/2026 23:00,Monday,227.9,4,Dull,0,0
23/02/2026 23:30,Monday,232.6,2,Clear,0,0
24/02/2026 00:00,Tuesday,222.6,0,Clear,0,0
24/02/2026 00:30,Tuesday,233.0,0,Dull,0,0
24/02/2026 01:00,Tuesday,233.3,2,Clear,0,0
24/02/2026 01:30,Tuesday,232.9,2,Clear,0,0
24/02/2026 02:00,Tuesday,0.0,0,Clear,0,1
24/02/2026 02:30,Tuesday,231.5,2,Dull,0,0
24/02/2026 03:00,Tuesday,232.7,3,Clear,0,0
24/02/2026 03:30,Tuesday,0.0,0,Clear,1,1
24/02/2026 04:00,Tuesday,0.0,25,Clear,0,1
24/02/2026 04:30,Tuesday,0.0,0,Heavy Wind,0,1
24/02/2026 05:00,Tuesday,0.0,0,Heavy Wind,0,1
24/02/2026 05:30,Tuesday,225.6,7,Clear,0,0
24/02/2026 06:00,Tuesday,223.3,2,Clear,0,0
24/02/2026 06:30,Tuesday,228.8,9,Dull,0,0
24/02/2026 07:00,Tuesday,231.6,3,Clear,0,0
24/02/2026 07:30,Tuesday,218.4,8,Clear,0,0
24/02/2026 08:00,Tuesday,225.0,13,Clear,0,0
24/02/2026 08:30,Tuesday,0.0,59,Rain,0,1
24/02/2026 09:00,Tuesday,0.0,27,Clear,1,1
24/02/2026 09:30,Tuesday,232.7,1,Clear,0,0
24/02/2026 10:00,Tuesday,0.0,24,Dull,0,1
24/02/2026 10:30,Tuesday,233.6,0,Clear,0,0
24/02/2026 11:00,Tuesday,194.3,1,Dull,0,0
24/02/2026 11:30,Tuesday,230.8,2,Clear,0,0
24/02/2026 12:00,Tuesday,0.0,22,Clear,0,1
24/02/2026 12:30,Tuesday,0.0,41,Dull,0,1
24/02/2026 13:00,Tuesday,0.0,0,Dull,0,1
24/02/2026 13:30,Tuesday,222.3,7,Clear,0,0
24/02/2026 14:00,Tuesday,233.9,0,Clear,0,0
24/02/2026 14:30,Tuesday,0.0,0,Dull,1,1
24/02/2026 15:00,Tuesday,221.9,11,Clear,0,0
24/02/2026 15:30,Tuesday,0.0,0,Dull,0,1
24/02/2026 16:00,Tuesday,225.5,1,Dull,0,0
24/02/2026 16:30,Tuesday,221.4,0,Clear,0,0
24/02/2026 17:00,Tuesday,0.0,0,Clear,0,1
24/02/2026 17:30,Tuesday,221.1,3,Clear,0,0
24/02/2026 18:00,Tuesday,227.2,1,Dull,0,0
24/02/2026 18:30,Tuesday,211.0,10,Clear,0,0
24/02/2026 19:00,Tuesday,227.4,10,Clear,0,0
24/02/2026 19:30,Tuesday,0.0,0,Heavy Wind,0,1
24/02/2026 20:00,Tuesday,219.1,2,Clear,0,0
24/02/2026 20:30,Tuesday,224.3,3,Dull,0,0
24/02/2026 21:00,Tuesday,231.8,2,Dull,0,0
24/02/2026 21:30,Tuesday,0.0,17,Heavy Wind,1,1
24/02/2026 22:00,Tuesday,229.1,5,Rain,0,0
24/02/2026 22:30,Tuesday,220.4,5,Dull,0,0
24/02/2026 23:00,Tuesday,217.4,0,Clear,0,0
24/02/2026 23:30,Tuesday,226.9,11,Clear,0,0
25/02/2026 00:00,Wednesday,233.5,3,Dull,0,0
25/02/2026 00:30,Wednesday,226.2,2,Clear,0,0
25/02/2026 01:00,Wednesday,229.4,0,Clear,0,0
25/02/2026 01:30,Wednesday,214.3,11,Rain,0,0
25/02/2026 02:00,Wednesday,215.6,3,Dull,0,0
25/02/2026 02:30,Wednesday,213.2,12,Clear,0,0
25/02/2026 03:00,Wednesday,212.2,1,Dull,0,0
25/02/2026 03:30,Wednesday,215.5,0,Clear,0,0
25/02/2026 04:00,Wednesday,230.5,4,Dull,0,0
25/02/2026 04:30,Wednesday,226.4,8,Clear,0,0
25/02/2026 05:00,Wednesday,225.4,0,Dull,0,0
25/02/2026 05:30,Wednesday,0.0,0,Dull,0,1
25/02/2026 06:00,Wednesday,223.8,1,Dull,0,0
25/02/2026 06:30,Wednesday,0.0,31,Clear,1,1
25/02/2026 07:00,Wednesday,229.4,5,Dull,0,0
25/02/2026 07:30,Wednesday,233.2,11,Clear,0,0
25/02/2026 08:00,Wednesday,0.0,0,Dull,1,1
25/02/2026 08:30,Wednesday,211.9,18,Dull,0,0
25/02/2026 09:00,Wednesday,219.6,6,Dull,0,0
25/02/2026 09:30,Wednesday,214.0,11,Clear,0,0
25/02/2026 10:00,Wednesday,217.4,5,Clear,0,0
25/02/2026 10:30,Wednesday,210.8,9,Clear,0,0
25/02/2026 11:00,Wednesday,217.8,5,Dull,0,0
25/02/2026 11:30,Wednesday,224.0,3,Dull,0,0
25/02/2026 12:00,Wednesday,0.0,12,Clear,0,1
25/02/2026 12:30,Wednesday,210.8,3,Dull,0,0
25/02/2026 13:00,Wednesday,227.1,0,Dull,0,0
25/02/2026 13:30,Wednesday,0.0,0,Clear,1,1
25/02/2026 14:00,Wednesday,221.6,2,Clear,0,0
25/02/2026 14:30,Wednesday,0.0,29,Heavy Wind,0,1
25/02/2026 15:00,Wednesday,0.0,26,Dull,1,1
25/02/2026 15:30,Wednesday,222.0,1,Clear,0,0
25/02/2026 16:00,Wednesday,0.0,0,Dull,0,1
25/02/2026 16:30,Wednesday,0.0,0,Clear,1,1
25/02/2026 17:00,Wednesday,185.9,4,Clear,0,0
25/02/2026 17:30,Wednesday,225.4,2,Rain,0,0
25/02/2026 18:00,Wednesday,0.0,0,Rain,0,1
25/02/2026 18:30,Wednesday,0.0,24,Dull,1,1
25/02/2026 19:00,Wednesday,214.1,5,Clear,0,0
25/02/2026 19:30,Wednesday,218.2,5,Clear,0,0
25/02/2026 20:00,Wednesday,0.0,48,Dull,0,1
25/02/2026 20:30,Wednesday,226.2,4,Dull,0,0
25/02/2026 21:00,Wednesday,0.0,37,Clear,1,1
25/02/2026 21:30,Wednesday,225.7,5,Clear,0,0
25/02/2026 22:00,Wednesday,210.7,3,Clear,0,0
25/02/2026 22:30,Wednesday,217.1,1,Clear,0,0
25/02/2026 23:00,Wednesday,220.1,4,Clear,0,0
25/02/2026 23:30,Wednesday,220.9,2,Clear,0,0
26/02/2026 00:00,Thursday,226.2,2,Clear,0,0
26/02/2026 00:30,Thursday,0.0,5,Dull,1,1
26/02/2026 01:00,Thursday,211.8,2,Clear,0,0
26/02/2026 01:30,Thursday,225.4,0,Clear,0,0
26/02/2026 02:00,Thursday,0.0,0,Clear,1,1
26/02/2026 02:30,Thursday,231.5,3,Clear,0,0
26/02/2026 03:00,Thursday,211.3,1,Clear,0,0
26/02/2026 03:30,Thursday,0.0,37,Clear,1,1
26/02/2026 04:00,Thursday,210.1,4,Clear,0,0
26/02/2026 04:30,Thursday,226.6,0,Dull,0,0
26/02/2026 05:00,Thursday,234.2,4,Clear,0,0
26/02/2026 05:30,Thursday,230.9,4,Clear,0,0
26/02/2026 06:00,Thursday,210.8,4,Clear,0,0
26/02/2026 06:30,Thursday,226.2,4,Dull,0,0
26/02/2026 07:00,Thursday,0.0,13,Heavy Wind,1,1
26/02/2026 07:30,Thursday,0.0,35,Heavy Wind,0,1
26/02/2026 08:00,Thursday,230.1,6,Dull,0,0
26/02/2026 08:30,Thursday,210.1,1,Clear,0,0
26/02/2026 09:00,Thursday,215.9,1,Clear,0,0
26/02/2026 09:30,Thursday,221.5,7,Clear,0,0
26/02/2026 10:00,Thursday,0.0,0,Clear,0,1
26/02/2026 10:30,Thursday,219.8,5,Clear,0,0
26/02/2026 11:00,Thursday,232.3,12,Dull,0,0
26/02/2026 11:30,Thursday,214.8,3,Dull,0,0
26/02/2026 12:00,Thursday,224.5,5,Clear,0,0
26/02/2026 12:30,Thursday,213.1,6,Clear,0,0
26/02/2026 13:00,Thursday,232.9,0,Clear,0,0
26/02/2026 13:30,Thursday,210.1,2,Dull,0,0
26/02/2026 14:00,Thursday,219.0,5,Clear,0,0
26/02/2026 14:30,Thursday,231.2,6,Clear,0,0
26/02/2026 15:00,Thursday,215.9,2,Dull,0,0
26/02/2026 15:30,Thursday,215.1,1,Clear,0,0
26/02/2026 16:00,Thursday,0.0,29,Dull,1,1
26/02/2026 16:30,Thursday,227.9,18,Clear,0,0
26/02/2026 17:00,Thursday,216.8,0,Clear,0,0
26/02/2026 17:30,Thursday,0.0,0,Rain,0,1
26/02/2026 18:00,Thursday,0.0,0,Clear,0,1
26/02/2026 18:30,Thursday,215.7,0,Dull,0,0
26/02/2026 19:00,Thursday,221.1,3,Clear,0,0
26/02/2026 19:30,Thursday,214.2,2,Clear,0,0
26/02/2026 20:00,Thursday,0.0,20,Dull,1,1
26/02/2026 20:30,Thursday,213.8,10,Dull,0,0
26/02/2026 21:00,Thursday,212.2,0,Clear,0,0
26/02/2026 21:30,Thursday,217.5,1,Dull,0,0
26/02/2026 22:00,Thursday,219.9,3,Clear,0,0
26/02/2026 22:30,Thursday,231.2,10,Clear,0,0
26/02/2026 23:00,Thursday,231.6,6,Clear,0,0
26/02/2026 23:30,Thursday,0.0,0,Clear,1,1
27/02/2026 00:00,Friday,233.2,2,Clear,0,0
27/02/2026 00:30,Friday,230.7,12,Clear,0,0
27/02/2026 01:00,Friday,222.6,0,Dull,0,0
27/02/2026 01:30,Friday,231.8,7,Dull,0,0
27/02/2026 02:00,Friday,0.0,6,Clear,1,1
27/02/2026 02:30,Friday,0.0,0,Clear,1,1
27/02/2026 03:00,Friday,217.4,0,Clear,0,0
27/02/2026 03:30,Friday,227.2,4,Clear,0,0
27/02/2026 04:00,Friday,226.3,5,Clear,0,0
27/02/2026 04:30,Friday,223.1,0,Dull,0,0
27/02/2026 05:00,Friday,220.4,3,Clear,0,0
27/02/2026 05:30,Friday,230.8,0,Dull,0,0
27/02/2026 06:00,Friday,0.0,0,Clear,1,1
27/02/2026 06:30,Friday,222.2,1,Clear,0,0
27/02/2026 07:00,Friday,221.4,8,Dull,0,0
27/02/2026 07:30,Friday,0.0,5,Rain,0,1
27/02/2026 08:00,Friday,229.5,2,Clear,0,0
27/02/2026 08:30,Friday,221.2,0,Clear,0,0
27/02/2026 09:00,Friday,0.0,0,Heavy Wind,0,1
27/02/2026 09:30,Friday,0.0,0,Dull,1,1
27/02/2026 10:00,Friday,234.7,11,Clear,0,0
27/02/2026 10:30,Friday,230.7,2,Dull,0,0
27/02/2026 11:00,Friday,215.7,4,Clear,0,0
27/02/2026 11:30,Friday,233.9,9,Clear,0,0
27/02/2026 12:00,Friday,222.1,2,Clear,0,0
27/02/2026 12:30,Friday,0.0,21,Clear,0,1
27/02/2026 13:00,Friday,225.3,1,Clear,0,0
27/02/2026 13:30,Friday,217.1,7,Clear,0,0
27/02/2026 14:00,Friday,221.5,5,Dull,0,0
27/02/2026 14:30,Friday,234.5,0,Dull,0,0
27/02/2026 15:00,Friday,215.3,7,Clear,0,0
27/02/2026 15:30,Friday,217.4,4,Dull,0,0
27/02/2026 16:00,Friday,144.3,1,Dull,0,0
27/02/2026 16:30,Friday,0.0,36,Dull,0,1
27/02/2026 17:00,Friday,225.3,1,Dull,0,0
27/02/2026 17:30,Friday,197.4,5,Clear,0,0
27/02/2026 18:00,Friday,221.7,0,Dull,0,0
27/02/2026 18:30,Friday,213.4,0,Clear,0,0
27/02/2026 19:00,Friday,0.0,0,Clear,1,1
27/02/2026 19:30,Friday,226.0,3,Dull,0,0
27/02/2026 20:00,Friday,230.0,6,Clear,0,0
27/02/2026 20:30,Friday,0.0,26,Clear,1,1
27/02/2026 21:00,Friday,223.0,0,Dull,0,0
27/02/2026 21:30,Friday,230.0,5,Dull,0,0
27/02/2026 22:00,Friday,214.4,18,Clear,0,0
27/02/2026 22:30,Friday,224.1,0,Dull,0,0
27/02/2026 23:00,Friday,233.1,0,Dull,0,0
27/02/2026 23:30,Friday,222.0,11,Dull,0,0
28/02/2026 00:00,Saturday,0.0,43,Dull,0,1
28/02/2026 00:30,Saturday,225.2,5,Clear,0,0
28/02/2026 01:00,Saturday,0.0,0,Dull,0,1
28/02/2026 01:30,Saturday,234.3,2,Clear,0,0
28/02/2026 02:00,Saturday,211.2,3,Dull,0,0
28/02/2026 02:30,Saturday,215.9,3,Clear,0,0
28/02/2026 03:00,Saturday,229.6,2,Clear,0,0
28/02/2026 03:30,Saturday,0.0,41,Heavy Wind,0,1
28/02/2026 04:00,Saturday,212.8,1,Clear,0,0
28/02/2026 04:30,Saturday,212.9,5,Clear,0,0
28/02/2026 05:00,Saturday,221.4,0,Clear,0,0
28/02/2026 05:30,Saturday,0.0,38,Rain,0,1
28/02/2026 06:00,Saturday,212.8,15,Clear,0,0
28/02/2026 06:30,Saturday,223.6,5,Dull,0,0
28/02/2026 07:00,Saturday,216.4,3,Clear,0,0
28/02/2026 07:30,Saturday,218.6,1,Dull,0,0
28/02/2026 08:00,Saturday,212.3,0,Dull,0,0
28/02/2026 08:30,Saturday,216.9,4,Clear,0,0
28/02/2026 09:00,Saturday,223.9,3,Clear,0,0
28/02/2026 09:30,Saturday,171.4,1,Clear,0,0
28/02/2026 10:00,Saturday,234.1,0,Dull,0,0
28/02/2026 10:30,Saturday,213.0,1,Dull,0,0
28/02/2026 11:00,Saturday,0.0,31,Heavy Wind,0,1
28/02/2026 11:30,Saturday,0.0,24,Clear,1,1
28/02/2026 12:00,Saturday,230.4,4,Clear,0,0
28/02/2026 12:30,Saturday,218.9,7,Clear,0,0
28/02/2026 13:00,Saturday,212.5,0,Clear,0,0
28/02/2026 13:30,Saturday,225.5,7,Clear,0,0
28/02/2026 14:00,Saturday,226.8,4,Clear,0,0
28/02/2026 14:30,Saturday,230.8,4,Clear,0,0
28/02/2026 15:00,Saturday,210.8,4,Dull,0,0
28/02/2026 15:30,Saturday,226.6,19,Rain,0,0
28/02/2026 16:00,Saturday,221.5,3,Dull,0,0
28/02/2026 16:30,Saturday,211.0,10,Clear,0,0
28/02/2026 17:00,Saturday,228.8,0,Clear,0,0
28/02/2026 17:30,Saturday,0.0,59,Rain,0,1
28/02/2026 18:00,Saturday,211.7,0,Dull,0,0
28/02/2026 18:30,Saturday,215.6,3,Clear,0,0
28/02/2026 19:00,Saturday,218.5,3,Clear,0,0
28/02/2026 19:30,Saturday,216.7,3,Clear,0,0
28/02/2026 20:00,Saturday,228.4,0,Dull,0,0
28/02/2026 20:30,Saturday,0.0,36,Dull,1,1
28/02/2026 21:00,Saturday,229.3,8,Clear,0,0
28/02/2026 21:30,Saturday,227.5,2,Clear,0,0
28/02/2026 22:00,Saturday,233.7,5,Clear,0,0
28/02/2026 22:30,Saturday,0.0,0,Clear,0,1
28/02/2026 23:00,Saturday,221.7,2,Clear,0,0
28/02/2026 23:30,Saturday,224.7,7,Dull,0,0
01/03/2026 00:00,Sunday,221.5,0,Clear,0,0
01/03/2026 00:30,Sunday,0.0,0,Dull,1,1
01/03/2026 01:00,Sunday,222.6,2,Clear,0,0
01/03/2026 01:30,Sunday,0.0,0,Rain,0,1
01/03/2026 02:00,Sunday,216.4,1,Dull,0,0
01/03/2026 02:30,Sunday,210.1,14,Rain,0,0
01/03/2026 03:00,Sunday,229.9,0,Clear,0,0
01/03/2026 03:30,Sunday,218.0,2,Dull,0,0
01/03/2026 04:00,Sunday,222.5,0,Rain,0,0
01/03/2026 04:30,Sunday,223.2,18,Clear,0,0
01/03/2026 05:00,Sunday,0.0,47,Rain,0,1
01/03/2026 05:30,Sunday,0.0,25,Dull,1,1
01/03/2026 06:00,Sunday,219.6,2,Clear,0,0
01/03/2026 06:30,Sunday,215.6,2,Clear,0,0
01/03/2026 07:00,Sunday,0.0,15,Dull,0,1
01/03/2026 07:30,Sunday,219.3,2,Dull,0,0
01/03/2026 08:00,Sunday,210.6,4,Clear,0,0
01/03/2026 08:30,Sunday,0.0,0,Clear,1,1
01/03/2026 09:00,Sunday,0.0,56,Rain,0,1
01/03/2026 09:30,Sunday,215.7,3,Dull,0,0
01/03/2026 10:00,Sunday,220.3,1,Clear,0,0
01/03/2026 10:30,Sunday,219.2,2,Clear,0,0
01/03/2026 11:00,Sunday,225.1,0,Dull,0,0
01/03/2026 11:30,Sunday,223.3,2,Heavy Wind,0,0
01/03/2026 12:00,Sunday,214.4,9,Rain,0,0
01/03/2026 12:30,Sunday,224.5,0,Clear,0,0
01/03/2026 13:00,Sunday,217.5,12,Rain,0,0
01/03/2026 13:30,Sunday,227.7,0,Dull,0,0
01/03/2026 14:00,Sunday,210.9,3,Dull,0,0
01/03/2026 14:30,Sunday,234.1,2,Clear,0,0
01/03/2026 15:00,Sunday,222.2,3,Clear,0,0
01/03/2026 15:30,Sunday,228.1,2,Dull,0,0
01/03/2026 16:00,Sunday,221.9,0,Dull,0,0
01/03/2026 16:30,Sunday,217.8,0,Clear,0,0
01/03/2026 17:00,Sunday,0.0,54,Heavy Wind,0,1
01/03/2026 17:30,Sunday,0.0,46,Rain,0,1
01/03/2026 18:00,Sunday,0.0,0,Rain,0,1
01/03/2026 18:30,Sunday,0.0,0,Heavy Wind,1,1
01/03/2026 19:00,Sunday,0.0,7,Heavy Wind,0,1
01/03/2026 19:30,Sunday,0.0,44,Rain,0,1
01/03/2026 20:00,Sunday,212.6,10,Rain,0,0
01/03/2026 20:30,Sunday,0.0,0,Clear,0,1
01/03/2026 21:00,Sunday,233.8,1,Clear,0,0
01/03/2026 21:30,Sunday,211.3,2,Clear,0,0
01/03/2026 22:00,Sunday,233.1,9,Clear,0,0
01/03/2026 22:30,Sunday,234.4,1,Clear,0,0
01/03/2026 23:00,Sunday,221.2,7,Rain,0,0
01/03/2026 23:30,Sunday,230.5,3,Clear,0,0
02/03/2026 00:00,Monday,222.4,0,Dull,0,0
02/03/2026 00:30,Monday,0.0,0,Dull,1,1
02/03/2026 01:00,Monday,224.8,3,Clear,0,0
02/03/2026 01:30,Monday,233.2,0,Dull,0,0
02/03/2026 02:00,Monday,233.5,1,Dull,0,0
02/03/2026 02:30,Monday,0.0,27,Heavy Wind,0,1
02/03/2026 03:00,Monday,214.2,4,Dull,0,0
02/03/2026 03:30,Monday,217.4,12,Heavy Wind,0,0
02/03/2026 04:00,Monday,0.0,41,Rain,1,1
02/03/2026 04:30,Monday,225.8,0,Dull,0,0
02/03/2026 05:00,Monday,0.0,40,Rain,0,1
02/03/2026 05:30,Monday,215.4,3,Clear,0,0
02/03/2026 06:00,Monday,217.9,2,Clear,0,0
02/03/2026 06:30,Monday,219.2,0,Rain,0,0
02/03/2026 07:00,Monday,219.4,0,Dull,0,0
02/03/2026 07:30,Monday,223.2,0,Clear,0,0
02/03/2026 08:00,Monday,217.8,5,Dull,0,0
02/03/2026 08:30,Monday,229.2,0,Dull,0,0
02/03/2026 09:00,Monday,0.0,0,Clear,1,1
02/03/2026 09:30,Monday,0.0,0,Rain,0,1
02/03/2026 10:00,Monday,210.6,6,Clear,0,0
02/03/2026 10:30,Monday,0.0,8,Rain,0,1
02/03/2026 11:00,Monday,0.0,17,Rain,0,1
02/03/2026 11:30,Monday,0.0,30,Dull,1,1
02/03/2026 12:00,Monday,224.0,0,Clear,0,0
02/03/2026 12:30,Monday,217.8,31,Rain,0,0
02/03/2026 13:00,Monday,230.2,1,Dull,0,0
02/03/2026 13:30,Monday,0.0,0,Rain,0,1
02/03/2026 14:00,Monday,0.0,0,Clear,1,1
02/03/2026 14:30,Monday,218.8,13,Clear,0,0
02/03/2026 15:00,Monday,214.5,3,Dull,0,0
02/03/2026 15:30,Monday,213.4,5,Rain,0,0
02/03/2026 16:00,Monday,222.4,12,Dull,0,0
02/03/2026 16:30,Monday,214.4,0,Dull,0,0
02/03/2026 17:00,Monday,227.4,12,Clear,0,0
02/03/2026 17:30,Monday,0.0,34,Heavy Wind,0,1
02/03/2026 18:00,Monday,224.1,2,Clear,0,0
02/03/2026 18:30,Monday,0.0,0,Clear,1,1
02/03/2026 19:00,Monday,0.0,0,Dull,0,1
02/03/2026 19:30,Monday,0.0,0,Rain,0,1
02/03/2026 20:00,Monday,0.0,0,Dull,0,1
02/03/2026 20:30,Monday,228.9,1,Dull,0,0
02/03/2026 21:00,Monday,218.9,2,Rain,0,0
02/03/2026 21:30,Monday,214.8,0,Dull,0,0
02/03/2026 22:00,Monday,0.0,0,Dull,0,1
02/03/2026 22:30,Monday,220.9,5,Rain,0,0
02/03/2026 23:00,Monday,0.0,51,Rain,0,1
02/03/2026 23:30,Monday,232.1,1,Rain,0,0
03/03/2026 00:00,Tuesday,225.8,1,Clear,0,0
03/03/2026 00:30,Tuesday,0.0,31,Rain,0,1
